coord_sys_code, west_bound_lon, north_bound_lat, east_bound_lon, south_bound_lat
6870,19.22,42.67,21.06,39.64
6871,-180.0,90.0,180.0,-90.0
6875,5.93,47.1,18.99,34.76
6876,5.93,47.1,18.99,34.76
6879,-92.89,45.8,-86.25,43.98
6880,-104.06,43.01,-95.3,39.99
6881,43.37,19.0,53.14,12.54
6882,35.04,34.65,36.63,33.06
6883,8.37,3.82,9.02,3.14
6884,-124.17,46.26,-116.47,43.95
6885,-124.17,46.26,-116.47,43.95
6886,-124.6,44.56,-116.9,41.98
6887,-124.6,44.56,-116.9,41.98
6892,55.15,-3.66,56.01,-4.86
6893,-180.0,90.0,180.0,-90.0
6894,-16.88,13.83,-13.79,13.05
6915,55.15,-3.66,56.01,-4.86
6916,103.59,1.47,104.07,1.13
6917,103.59,1.47,104.07,1.13
6922,-102.06,40.01,-94.6,36.98
6923,-102.06,40.01,-94.6,36.98
6924,-102.06,40.01,-94.6,36.98
6925,-102.06,40.01,-94.6,36.98
6927,103.59,1.47,104.07,1.13
6931,-180.0,90.0,180.0,0.0
6932,-180.0,0.0,180.0,-90.0
6933,-180.0,86.0,180.0,-86.0
6934,-180.0,90.0,180.0,-90.0
6956,102.14,22.8,103.51,9.23
6957,103.5,23.33,106.51,8.5
6958,106.5,22.94,109.52,8.58
6959,107.81,16.25,108.4,15.9
6962,19.22,42.67,21.06,39.64
6966,-90.42,48.32,-83.44,45.08
6978,32.99,33.53,35.69,29.45
6979,32.99,33.53,35.69,29.45
6980,32.99,33.53,35.69,29.45
6981,34.17,33.28,35.69,29.45
6982,34.17,33.28,35.69,29.45
6983,34.17,33.28,35.69,29.45
6984,34.17,33.28,35.69,29.45
6985,32.99,33.53,35.69,29.45
6986,32.99,33.53,35.69,29.45
6987,32.99,33.53,35.69,29.45
6988,34.17,33.28,35.69,29.45
6989,34.17,33.28,35.69,29.45
6990,34.17,33.28,35.69,29.45
6991,34.17,33.28,35.69,29.45
6996,-123.56,38.87,-121.2,36.85
6997,-123.56,38.87,-121.2,36.85
7005,38.79,36.75,42.0,31.14
7006,42.0,37.39,48.0,29.06
7007,48.0,31.0,48.75,29.6
7034,-57.1,47.37,-55.9,43.41
7035,-57.1,47.37,-55.9,43.41
7036,51.83,-18.28,58.24,-24.72
7037,51.83,-18.28,58.24,-24.72
7038,43.68,-11.33,46.7,-14.49
7039,43.68,-11.33,46.7,-14.49
7040,-54.6,8.88,-49.46,2.11
7041,-54.6,8.88,-49.46,2.11
7042,-9.86,51.56,10.38,41.15
7057,-96.6,43.51,-93.97,42.9
7058,-93.98,43.51,-91.6,42.9
7059,-91.62,43.51,-90.89,42.29
7060,-96.65,42.92,-93.0,42.2
7061,-93.03,43.09,-91.59,42.2
7062,-96.37,42.22,-95.04,40.58
7063,-95.16,42.22,-94.16,41.15
7064,-94.29,42.22,-93.23,41.15
7065,-93.35,42.3,-92.29,41.16
7066,-92.31,42.3,-90.89,41.42
7067,-91.14,42.68,-90.14,41.44
7068,-95.39,41.17,-92.17,40.57
7069,-92.42,41.52,-91.48,40.59
7070,-91.72,41.6,-90.78,40.37
7071,37.98,-20.91,142.0,-67.13
7072,37.98,-20.91,142.0,-67.13
7073,37.98,-20.91,142.0,-67.13
7074,37.98,-20.91,41.82,-25.7
7075,45.37,-43.12,48.01,-49.38
7076,48.0,-42.61,54.01,-49.82
7077,54.0,-43.3,57.16,-49.61
7078,62.96,-45.73,66.0,-53.03
7079,66.0,-45.11,72.01,-53.24
7080,72.0,-34.47,78.01,-51.19
7081,78.0,-34.5,81.83,-42.04
7082,136.0,-65.61,142.0,-67.13
7084,-9.86,51.56,10.38,41.15
7085,-63.66,18.54,-57.52,14.08
7086,-63.66,18.54,-57.52,14.08
7087,37.98,-20.91,142.0,-67.13
7088,37.98,-20.91,142.0,-67.13
7109,-113.97,49.01,-113.0,48.55
7110,-113.84,49.01,-112.0,48.0
7111,-112.5,49.01,-108.74,47.78
7112,-110.84,49.01,-106.99,47.78
7113,-107.57,48.88,-104.78,48.01
7114,-107.76,49.01,-104.04,47.75
7115,-108.84,46.09,-106.66,44.99
7116,-112.34,46.59,-110.75,45.36
7117,-109.42,47.41,-107.99,44.99
7118,-109.5,43.86,-107.94,42.69
7119,-113.97,49.01,-113.0,48.55
7120,-113.84,49.01,-112.0,48.0
7121,-112.5,49.01,-108.74,47.78
7122,-110.84,49.01,-106.99,47.78
7123,-107.57,48.88,-104.78,48.01
7124,-107.76,49.01,-104.04,47.75
7125,-108.84,46.09,-106.66,44.99
7126,-112.34,46.59,-110.75,45.36
7127,-109.42,47.41,-107.99,44.99
7128,-109.5,43.86,-107.94,42.69
7131,-123.56,38.87,-121.2,36.85
7132,-123.56,38.87,-121.2,36.85
7133,37.98,-20.91,142.0,-67.13
7134,32.99,33.53,35.69,29.45
7135,32.99,33.53,35.69,29.45
7136,32.99,33.53,35.69,29.45
7137,32.99,33.53,35.69,29.45
7138,32.99,33.53,35.69,29.45
7139,32.99,33.53,35.69,29.45
7142,34.17,33.38,39.31,29.18
7257,-85.08,40.93,-84.8,40.56
7258,-85.08,40.93,-84.8,40.56
7259,-85.34,41.28,-84.8,40.91
7260,-85.34,41.28,-84.8,40.91
7261,-86.09,39.36,-85.68,39.03
7262,-86.09,39.36,-85.68,39.03
7263,-87.53,40.74,-87.09,40.47
7264,-87.53,40.74,-87.09,40.47
7265,-85.58,40.57,-85.2,40.07
7266,-85.58,40.57,-85.2,40.07
7267,-86.7,40.19,-86.24,39.6
7268,-86.7,40.19,-86.24,39.6
7269,-86.39,39.35,-86.07,39.04
7270,-86.39,39.35,-86.07,39.04
7271,-86.78,40.74,-86.37,40.43
7272,-86.78,40.74,-86.37,40.43
7273,-86.59,40.92,-86.16,40.56
7274,-86.59,40.92,-86.16,40.56
7275,-86.04,38.84,-85.41,38.17
7276,-86.04,38.84,-85.41,38.17
7277,-87.25,39.61,-86.93,39.16
7278,-87.25,39.61,-86.93,39.16
7279,-86.7,40.44,-86.24,40.17
7280,-86.7,40.44,-86.24,40.17
7281,-86.69,39.0,-86.24,38.1
7282,-86.69,39.0,-86.24,38.1
7283,-87.28,39.18,-86.68,38.49
7284,-87.28,39.18,-86.68,38.49
7285,-85.21,39.31,-84.78,38.68
7286,-85.21,39.31,-84.78,38.68
7287,-85.69,39.79,-85.29,39.13
7288,-85.69,39.79,-85.29,39.13
7289,-85.2,41.54,-84.8,41.26
7290,-85.2,41.54,-84.8,41.26
7291,-87.08,38.91,-86.67,38.2
7292,-87.08,38.91,-86.67,38.2
7293,-86.08,41.77,-85.63,40.65
7294,-86.08,41.77,-85.63,40.65
7295,-85.31,39.79,-84.81,39.26
7296,-85.31,39.79,-84.81,39.26
7297,-87.54,40.48,-87.09,39.95
7298,-87.54,40.48,-87.09,39.95
7299,-86.53,41.77,-85.94,40.9
7300,-86.53,41.77,-85.94,40.9
7301,-87.98,38.54,-87.31,38.16
7302,-87.98,38.54,-87.31,38.16
7303,-85.87,40.66,-85.44,40.37
7304,-85.87,40.66,-85.44,40.37
7305,-86.25,40.41,-85.86,39.92
7306,-86.25,40.41,-85.86,39.92
7307,-85.96,40.38,-85.57,39.69
7308,-85.96,40.38,-85.57,39.69
7309,-86.33,38.79,-85.84,37.95
7310,-86.33,38.79,-85.84,37.95
7311,-85.6,40.08,-85.2,39.78
7312,-85.6,40.08,-85.2,39.78
7313,-86.38,41.0,-85.86,40.37
7314,-86.38,41.0,-85.86,40.37
7315,-85.69,41.3,-85.3,40.65
7316,-85.69,41.3,-85.3,40.65
7317,-86.32,39.08,-85.79,38.72
7318,-86.32,39.08,-85.79,38.72
7319,-87.28,41.77,-86.92,40.73
7320,-87.28,41.77,-86.92,40.73
7321,-85.22,40.58,-84.8,40.3
7322,-85.22,40.58,-84.8,40.3
7323,-85.69,38.92,-85.2,38.58
7324,-85.69,38.92,-85.2,38.58
7325,-85.8,39.2,-85.43,38.8
7326,-85.8,39.2,-85.43,38.8
7327,-86.33,39.93,-85.93,39.34
7328,-86.33,39.93,-85.93,39.34
7329,-87.75,38.91,-87.09,38.41
7330,-87.75,38.91,-87.09,38.41
7331,-85.66,41.77,-85.19,41.26
7332,-85.66,41.77,-85.19,41.26
7333,-87.53,41.77,-87.21,40.73
7334,-87.53,41.77,-87.21,40.73
7335,-86.94,41.77,-86.46,40.9
7336,-86.94,41.77,-86.46,40.9
7337,-86.69,39.64,-86.24,38.99
7338,-86.69,39.64,-86.24,38.99
7339,-87.1,40.22,-86.64,39.47
7340,-87.1,40.22,-86.64,39.47
7341,-87.06,39.48,-86.63,39.16
7342,-87.06,39.48,-86.63,39.16
7343,-87.54,40.15,-87.0,39.6
7344,-87.54,40.15,-87.0,39.6
7345,-86.82,38.27,-86.43,37.84
7346,-86.82,38.27,-86.43,37.84
7347,-87.48,38.56,-87.01,37.87
7348,-87.48,38.56,-87.01,37.87
7349,-88.06,38.24,-87.68,37.77
7350,-88.06,38.24,-87.68,37.77
7351,-85.23,40.32,-84.8,39.71
7352,-85.23,40.32,-84.8,39.71
7353,-85.45,39.32,-85.06,38.91
7354,-85.45,39.32,-85.06,38.91
7355,-85.96,39.7,-85.62,39.34
7356,-85.96,39.7,-85.62,39.34
7357,-87.27,38.21,-86.76,37.78
7358,-87.27,38.21,-86.76,37.78
7359,-85.2,41.77,-84.8,41.52
7360,-85.2,41.77,-84.8,41.52
7361,-87.65,39.26,-87.24,38.9
7362,-87.65,39.26,-87.24,38.9
7363,-87.1,40.92,-86.58,40.21
7364,-87.1,40.92,-86.58,40.21
7365,-87.71,38.17,-87.44,37.82
7366,-87.71,38.17,-87.44,37.82
7367,-87.62,39.61,-87.19,39.25
7368,-87.62,39.61,-87.19,39.25
7369,-85.45,40.92,-85.06,40.56
7370,-85.45,40.92,-85.06,40.56
7371,51.99,26.74,63.38,14.33
7372,51.99,26.74,63.38,14.33
7373,51.99,26.74,63.38,14.33
7374,51.99,19.67,54.01,14.94
7375,54.0,26.74,60.01,14.33
7376,60.0,24.09,63.38,16.37
7400,-4.87,51.14,8.23,42.33
7401,-4.87,51.14,8.23,42.33
7402,-4.87,51.14,8.23,42.33
7403,-1.79,45.45,7.71,42.33
7404,10.93,69.07,24.17,55.28
7405,-7.06,58.71,1.8,49.93
7406,-124.79,49.38,-66.91,24.41
7407,-103.03,36.5,-99.99,34.3
7408,3.2,53.7,7.22,50.75
7409,-9.56,71.21,31.59,35.95
7410,51.99,26.58,59.91,16.59
7411,-4.87,51.14,8.23,42.33
7412,-4.87,51.14,8.23,42.33
7413,-1.79,45.45,7.71,42.33
7414,129.3,41.58,142.14,30.94
7415,3.2,53.7,7.22,50.75
7416,8.0,57.8,12.0,54.51
7417,12.0,56.18,15.24,54.51
7418,8.0,57.8,11.29,54.67
7419,10.79,56.18,12.69,54.51
7420,14.59,55.36,15.24,54.94
7421,-4.87,51.14,8.23,42.33
7422,-1.79,45.45,7.71,42.33
7423,-9.56,71.21,31.59,35.95
7446,32.2,35.74,34.65,34.59
7447,140.0,0.01,158.01,-12.0
7528,-90.32,44.25,-89.59,43.64
7529,-90.93,47.09,-90.3,45.98
7530,-92.16,45.65,-91.53,45.2
7531,-91.56,47.01,-90.75,46.15
7532,-88.26,44.68,-87.76,44.24
7533,-92.09,44.6,-91.52,44.02
7534,-92.89,46.16,-92.03,45.63
7535,-88.89,44.6,-88.04,43.54
7536,-91.67,45.3,-90.92,44.85
7537,-90.93,45.04,-90.31,44.42
7538,-89.79,43.65,-89.0,43.28
7539,-91.22,43.43,-90.66,42.98
7540,-89.84,43.3,-89.0,42.84
7541,-89.02,43.64,-88.4,42.84
7542,-87.74,45.43,-86.8,44.67
7543,-92.3,46.76,-91.55,46.15
7544,-92.16,45.21,-91.64,44.68
7545,-91.66,44.86,-90.92,44.59
7546,-88.69,46.03,-88.05,45.71
7547,-89.05,46.08,-88.42,45.37
7548,-91.16,43.22,-90.42,42.5
7549,-90.43,42.86,-89.36,42.5
7550,-89.6,43.99,-88.88,43.63
7551,-90.43,43.21,-89.83,42.81
7552,-90.56,46.6,-89.92,45.98
7553,-91.17,44.6,-90.31,44.07
7554,-88.31,43.55,-87.75,42.49
7555,-88.17,44.68,-87.37,43.54
7556,-91.43,44.1,-90.91,43.72
7557,-89.43,45.48,-88.63,45.02
7558,-90.05,45.56,-89.42,45.11
7559,-90.32,45.13,-89.22,44.68
7560,-88.43,45.8,-87.48,44.96
7561,-88.99,45.12,-88.48,44.85
7562,-90.98,44.17,-90.31,43.72
7563,-88.69,45.38,-87.76,44.67
7564,-90.05,45.91,-89.04,45.46
7565,-92.81,44.87,-91.65,44.4
7566,-92.89,45.73,-92.15,45.2
7567,-89.85,44.69,-89.22,44.24
7568,-90.68,45.99,-90.04,45.37
7569,-90.68,43.56,-90.19,43.16
7570,-89.37,42.85,-88.77,42.49
7571,-91.55,45.64,-90.67,45.29
7572,-90.32,43.65,-89.59,43.14
7573,-91.56,46.16,-90.67,45.63
7574,-89.23,45.03,-88.24,44.58
7575,-92.81,45.22,-92.13,44.85
7576,-90.93,45.39,-90.04,45.03
7577,-91.62,44.6,-91.15,43.98
7578,-91.28,43.74,-90.31,43.42
7579,-90.05,46.3,-88.93,45.85
7580,-88.78,42.85,-88.3,42.49
7581,-92.06,46.16,-91.54,45.63
7582,-88.42,43.55,-88.03,43.19
7583,-88.55,43.2,-88.06,42.84
7584,-89.23,44.69,-88.6,44.24
7585,-89.6,44.25,-88.88,43.98
7586,-90.32,44.69,-89.72,44.24
7587,-90.32,44.25,-89.59,43.64
7588,-90.93,47.09,-90.3,45.98
7589,-92.16,45.65,-91.53,45.2
7590,-91.56,47.01,-90.75,46.15
7591,-88.26,44.68,-87.76,44.24
7592,-92.09,44.6,-91.52,44.02
7593,-92.89,46.16,-92.03,45.63
7594,-88.89,44.6,-88.04,43.54
7595,-91.67,45.3,-90.92,44.85
7596,-90.93,45.04,-90.31,44.42
7597,-89.79,43.65,-89.0,43.28
7598,-91.22,43.43,-90.66,42.98
7599,-89.84,43.3,-89.0,42.84
7600,-89.02,43.64,-88.4,42.84
7601,-87.74,45.43,-86.8,44.67
7602,-92.3,46.76,-91.55,46.15
7603,-92.16,45.21,-91.64,44.68
7604,-91.66,44.86,-90.92,44.59
7605,-88.69,46.03,-88.05,45.71
7606,-89.05,46.08,-88.42,45.37
7607,-91.16,43.22,-90.42,42.5
7608,-90.43,42.86,-89.36,42.5
7609,-89.6,43.99,-88.88,43.63
7610,-90.43,43.21,-89.83,42.81
7611,-90.56,46.6,-89.92,45.98
7612,-91.17,44.6,-90.31,44.07
7613,-88.31,43.55,-87.75,42.49
7614,-88.17,44.68,-87.37,43.54
7615,-91.43,44.1,-90.91,43.72
7616,-89.43,45.48,-88.63,45.02
7617,-90.05,45.56,-89.42,45.11
7618,-90.32,45.13,-89.22,44.68
7619,-88.43,45.8,-87.48,44.96
7620,-88.99,45.12,-88.48,44.85
7621,-90.98,44.17,-90.31,43.72
7622,-88.69,45.38,-87.76,44.67
7623,-90.05,45.91,-89.04,45.46
7624,-92.81,44.87,-91.65,44.4
7625,-92.89,45.73,-92.15,45.2
7626,-89.85,44.69,-89.22,44.24
7627,-90.68,45.99,-90.04,45.37
7628,-90.68,43.56,-90.19,43.16
7629,-89.37,42.85,-88.77,42.49
7630,-91.55,45.64,-90.67,45.29
7631,-90.32,43.65,-89.59,43.14
7632,-91.56,46.16,-90.67,45.63
7633,-89.23,45.03,-88.24,44.58
7634,-92.81,45.22,-92.13,44.85
7635,-90.93,45.39,-90.04,45.03
7636,-91.62,44.6,-91.15,43.98
7637,-91.28,43.74,-90.31,43.42
7638,-90.05,46.3,-88.93,45.85
7639,-88.78,42.85,-88.3,42.49
7640,-92.06,46.16,-91.54,45.63
7641,-88.42,43.55,-88.03,43.19
7642,-88.55,43.2,-88.06,42.84
7643,-89.23,44.69,-88.6,44.24
7644,-89.6,44.25,-88.88,43.98
7645,-90.32,44.69,-89.72,44.24
7651,142.24,-5.59,144.75,-8.28
7652,140.85,-5.0,144.01,-9.35
7656,-180.0,90.0,180.0,-90.0
7657,-180.0,90.0,180.0,-90.0
7658,-180.0,90.0,180.0,-90.0
7659,-180.0,90.0,180.0,-90.0
7660,-180.0,90.0,180.0,-90.0
7661,-180.0,90.0,180.0,-90.0
7662,-180.0,90.0,180.0,-90.0
7663,-180.0,90.0,180.0,-90.0
7664,-180.0,90.0,180.0,-90.0
7665,-180.0,90.0,180.0,-90.0
7677,-180.0,90.0,180.0,-90.0
7678,-180.0,90.0,180.0,-90.0
7679,-180.0,90.0,180.0,-90.0
7680,-180.0,90.0,180.0,-90.0
7681,18.92,85.2,-168.97,39.87
7682,18.92,85.2,-168.97,39.87
7683,18.92,85.2,-168.97,39.87
7684,69.24,43.22,80.29,39.19
7685,69.24,43.22,80.29,39.19
7686,69.24,43.22,80.29,39.19
7692,69.24,40.22,70.02,39.51
7693,70.01,42.83,73.02,39.19
7694,73.01,43.22,76.02,39.35
7695,76.01,43.0,79.02,40.35
7696,79.01,42.8,80.29,41.66
7699,5.86,55.09,15.04,47.27
7700,20.87,58.09,28.24,55.67
7706,-180.0,90.0,180.0,-90.0
7707,-9.2,61.14,2.88,49.75
7755,65.6,35.51,97.42,3.87
7756,76.75,19.92,84.81,12.61
7757,91.55,29.47,97.42,26.65
7758,89.69,27.98,96.03,24.13
7759,83.31,27.86,88.3,24.28
7760,76.83,28.89,77.34,28.4
7761,68.13,24.71,74.48,20.05
7762,74.46,30.94,77.6,27.65
7763,75.57,33.26,79.0,30.38
7764,73.76,35.51,79.57,32.27
7765,83.32,25.35,87.98,21.96
7766,74.03,26.88,82.81,21.07
7767,72.6,22.04,80.9,15.6
7768,92.97,25.7,94.76,23.84
7769,89.82,26.12,92.81,25.03
7770,93.33,27.05,95.25,25.2
7771,89.69,29.47,97.42,21.94
7772,81.38,22.57,87.5,17.8
7773,73.87,32.58,76.94,29.54
7774,69.48,30.2,78.27,23.06
7775,77.08,30.42,84.64,23.87
7776,77.56,31.48,81.02,28.71
7777,92.15,13.73,94.33,6.7
7778,80.23,24.11,84.39,17.78
7779,73.61,15.8,74.35,14.86
7780,74.0,18.46,78.58,11.57
7781,74.81,12.8,77.4,8.25
7782,72.04,11.76,73.76,8.21
7783,92.25,24.53,93.45,21.94
7784,88.01,28.14,88.92,27.08
7785,76.22,13.59,80.4,8.02
7786,91.15,24.54,92.34,22.94
7787,85.82,27.23,89.88,21.49
7789,-180.0,90.0,180.0,-90.0
7791,5.94,47.04,12.0,36.53
7792,12.0,47.1,18.0,34.79
7793,17.99,41.64,18.99,34.76
7794,5.93,47.1,18.99,34.76
7795,5.93,47.1,18.99,34.76
7796,22.36,44.23,31.35,41.24
7797,22.36,44.23,31.35,41.24
7798,22.36,44.23,31.35,41.24
7799,22.36,44.23,24.0,41.32
7800,24.0,44.15,30.01,41.24
7801,22.36,44.23,28.68,41.24
7803,22.36,44.23,24.0,41.32
7804,24.0,44.15,30.01,41.24
7805,30.0,43.67,31.35,42.56
7815,-180.0,90.0,180.0,-90.0
7816,-180.0,90.0,180.0,-90.0
7825,22.15,51.92,25.01,47.71
7826,25.0,51.96,28.01,47.72
7827,28.0,52.09,31.01,45.18
7828,31.0,52.38,34.01,44.32
7829,34.0,52.25,37.01,44.33
7830,37.0,50.44,40.01,46.8
7831,40.0,49.62,40.18,48.8
7832,144.4,-6.67,149.67,-10.42
7837,5.86,55.09,15.04,47.27
7839,160.6,-25.88,-171.2,-55.95
7841,144.4,-6.67,149.67,-10.42
7842,93.41,-8.47,173.35,-60.56
7843,93.41,-8.47,173.35,-60.56
7844,93.41,-8.47,173.35,-60.56
7845,112.85,-9.86,153.69,-43.7
7846,93.41,-8.57,96.01,-15.46
7847,96.0,-8.47,100.34,-15.56
7848,102.14,-8.87,108.01,-34.68
7849,108.0,-10.72,114.01,-37.84
7850,114.0,-12.06,120.01,-38.53
7851,120.0,-10.46,126.01,-38.07
7852,125.99,-9.1,132.0,-37.38
7853,132.0,-8.88,138.01,-40.71
7854,138.0,-9.08,144.01,-48.19
7855,144.0,-9.23,150.01,-50.89
7856,150.0,-13.87,156.0,-58.96
7857,156.0,-14.08,162.01,-60.56
7858,162.0,-25.94,168.0,-59.39
7859,168.0,-25.61,173.35,-32.48
7877,-5.85,-15.85,-5.58,-16.08
7878,-5.85,-15.85,-5.58,-16.08
7879,-5.85,-15.85,-5.58,-16.08
7880,-5.85,-15.85,-5.58,-16.08
7881,-5.85,-15.85,-5.58,-16.08
7882,-5.85,-15.85,-5.58,-16.08
7883,-5.85,-15.85,-5.58,-16.08
7884,-5.85,-15.85,-5.58,-16.08
7885,-5.85,-15.85,-5.58,-16.08
7886,-5.85,-15.85,-5.58,-16.08
7887,-5.85,-15.85,-5.58,-16.08
7888,-5.85,-15.85,-5.58,-16.08
7889,-5.85,-15.85,-5.58,-16.08
7890,-5.85,-15.85,-5.58,-16.08
7899,140.96,-33.98,150.04,-39.2
7900,-180.0,90.0,180.0,-90.0
7901,-180.0,90.0,180.0,-90.0
7902,-180.0,90.0,180.0,-90.0
7903,-180.0,90.0,180.0,-90.0
7904,-180.0,90.0,180.0,-90.0
7905,-180.0,90.0,180.0,-90.0
7906,-180.0,90.0,180.0,-90.0
7907,-180.0,90.0,180.0,-90.0
7908,-180.0,90.0,180.0,-90.0
7909,-180.0,90.0,180.0,-90.0
7910,-180.0,90.0,180.0,-90.0
7911,-180.0,90.0,180.0,-90.0
7912,-180.0,90.0,180.0,-90.0
7914,-16.1,84.17,40.18,32.88
7915,-16.1,84.17,40.18,32.88
7916,-16.1,84.17,40.18,32.88
7917,-16.1,84.17,40.18,32.88
7918,-16.1,84.17,40.18,32.88
7919,-16.1,84.17,40.18,32.88
7920,-16.1,84.17,40.18,32.88
7921,-16.1,84.17,40.18,32.88
7922,-16.1,84.17,40.18,32.88
7923,-16.1,84.17,40.18,32.88
7924,-16.1,84.17,40.18,32.88
7925,-16.1,84.17,40.18,32.88
7926,-16.1,84.17,40.18,32.88
7927,-16.1,84.17,40.18,32.88
7928,-16.1,84.17,40.18,32.88
7929,-16.1,84.17,40.18,32.88
7930,-16.1,84.17,40.18,32.88
7931,-16.1,84.17,40.18,32.88
7954,-5.85,-15.85,-5.58,-16.08
7955,-5.85,-15.85,-5.58,-16.08
7956,-5.85,-15.85,-5.58,-16.08
7991,-81.0,47.33,-77.99,42.26
7992,11.79,-5.79,12.37,-6.04
8013,117.55,-34.75,118.22,-35.21
8014,114.9,-20.21,115.59,-22.2
8015,122.08,-16.75,122.62,-18.09
8016,115.18,-33.4,115.87,-33.75
8017,113.33,-23.0,114.0,-25.5
8018,105.48,-10.36,105.77,-10.63
8019,96.76,-11.76,96.99,-12.27
8020,115.73,-33.25,116.4,-34.67
8021,121.56,-33.33,122.2,-34.5
8022,113.75,-21.75,114.25,-22.42
8023,114.51,-28.48,115.0,-29.1
8024,121.0,-28.75,121.84,-32.25
8025,114.83,-29.08,115.34,-30.74
8026,113.9,-27.16,114.75,-28.5
8027,116.58,-20.25,117.25,-20.92
8028,128.5,-14.75,129.0,-16.75
8029,115.15,-30.71,115.62,-31.49
8030,114.96,-33.51,115.24,-34.42
8031,115.44,-31.33,116.09,-33.42
8032,118.25,-20.1,118.97,-20.79
8035,-62.09,12.34,-59.99,9.83
8036,-60.0,12.19,-57.28,9.95
8042,12.07,51.06,16.83,46.93
8043,14.41,50.45,18.86,47.42
8044,12.07,51.06,16.83,46.93
8045,14.41,50.45,18.86,47.42
8058,140.99,-28.15,153.69,-37.53
8059,128.99,-25.99,141.01,-38.13
8065,-111.57,32.52,-110.44,31.43
8066,-112.52,32.51,-111.56,31.5
8067,-113.33,32.51,-112.51,31.8
8068,-110.87,32.49,-110.61,32.33
8084,-30.87,69.59,-5.55,59.96
8085,-30.87,69.59,-5.55,59.96
8086,-30.87,69.59,-5.55,59.96
8088,-30.87,69.59,-5.55,59.96
8089,-24.66,66.59,-13.38,63.34
8090,-88.69,46.03,-88.05,45.71
8091,-88.69,46.03,-88.05,45.71
8092,-91.66,44.86,-90.92,44.59
8093,-91.66,44.86,-90.92,44.59
8095,-90.32,44.69,-89.72,44.24
8096,-90.32,44.69,-89.72,44.24
8097,-89.6,44.25,-88.88,43.98
8098,-89.6,44.25,-88.88,43.98
8099,-89.23,44.69,-88.6,44.24
8100,-89.23,44.69,-88.6,44.24
8101,-88.55,43.2,-88.06,42.84
8102,-88.55,43.2,-88.06,42.84
8103,-88.42,43.55,-88.03,43.19
8104,-88.42,43.55,-88.03,43.19
8105,-92.06,46.16,-91.54,45.63
8106,-92.06,46.16,-91.54,45.63
8107,-88.78,42.85,-88.3,42.49
8108,-88.78,42.85,-88.3,42.49
8109,-90.05,46.3,-88.93,45.85
8110,-90.05,46.3,-88.93,45.85
8111,-91.28,43.74,-90.31,43.42
8112,-91.28,43.74,-90.31,43.42
8113,-91.62,44.6,-91.15,43.98
8114,-91.62,44.6,-91.15,43.98
8115,-90.93,45.39,-90.04,45.03
8116,-90.93,45.39,-90.04,45.03
8117,-92.81,45.22,-92.13,44.85
8118,-92.81,45.22,-92.13,44.85
8119,-89.23,45.03,-88.24,44.58
8120,-89.23,45.03,-88.24,44.58
8121,-91.56,46.16,-90.67,45.63
8122,-91.56,46.16,-90.67,45.63
8123,-90.32,43.65,-89.59,43.14
8124,-90.32,43.65,-89.59,43.14
8125,-91.55,45.64,-90.67,45.29
8126,-91.55,45.64,-90.67,45.29
8127,-89.37,42.85,-88.77,42.49
8128,-89.37,42.85,-88.77,42.49
8129,-90.68,43.56,-90.19,43.16
8130,-90.68,43.56,-90.19,43.16
8131,-90.68,45.99,-90.04,45.37
8132,-90.68,45.99,-90.04,45.37
8133,-89.85,44.69,-89.22,44.24
8134,-89.85,44.69,-89.22,44.24
8135,-92.89,45.73,-92.15,45.2
8136,-92.89,45.73,-92.15,45.2
8137,-92.81,44.87,-91.65,44.4
8138,-92.81,44.87,-91.65,44.4
8139,-90.05,45.91,-89.04,45.46
8140,-90.05,45.91,-89.04,45.46
8141,-88.69,45.38,-87.76,44.67
8142,-88.69,45.38,-87.76,44.67
8143,-90.98,44.17,-90.31,43.72
8144,-90.98,44.17,-90.31,43.72
8145,-88.99,45.12,-88.48,44.85
8146,-88.99,45.12,-88.48,44.85
8147,-88.43,45.8,-87.48,44.96
8148,-88.43,45.8,-87.48,44.96
8149,-90.32,45.13,-89.22,44.68
8150,-90.32,45.13,-89.22,44.68
8151,-90.05,45.56,-89.42,45.11
8152,-90.05,45.56,-89.42,45.11
8153,-89.43,45.48,-88.63,45.02
8154,-89.43,45.48,-88.63,45.02
8155,-91.43,44.1,-90.91,43.72
8156,-91.43,44.1,-90.91,43.72
8157,-88.17,44.68,-87.37,43.54
8158,-88.17,44.68,-87.37,43.54
8159,-88.31,43.55,-87.75,42.49
8160,-88.31,43.55,-87.75,42.49
8161,-91.17,44.6,-90.31,44.07
8162,-91.17,44.6,-90.31,44.07
8163,-90.56,46.6,-89.92,45.98
8164,-90.56,46.6,-89.92,45.98
8165,-90.43,43.21,-89.83,42.81
8166,-90.43,43.21,-89.83,42.81
8167,-89.6,43.99,-88.88,43.63
8168,-89.6,43.99,-88.88,43.63
8169,-90.43,42.86,-89.36,42.5
8170,-90.43,42.86,-89.36,42.5
8171,-91.16,43.22,-90.42,42.5
8172,-91.16,43.22,-90.42,42.5
8173,-89.05,46.08,-88.42,45.37
8177,-89.05,46.08,-88.42,45.37
8179,-92.16,45.21,-91.64,44.68
8180,-92.16,45.21,-91.64,44.68
8181,-92.3,46.76,-91.55,46.15
8182,-92.3,46.76,-91.55,46.15
8184,-87.74,45.43,-86.8,44.67
8185,-87.74,45.43,-86.8,44.67
8187,-89.02,43.64,-88.4,42.84
